id,date,receiver_deliverer,details,amount,currency,debit_credit
3829,2024-02-23,Fama Keskus\Saue,'5555******4444 23.02.24  Fama Keskus\Saue,35.47,EUR,D
3830,2024-02-23,Siret,Transaction with Siret,391.65,EUR,D
3831,2024-02-23,Kadri,Transaction with Kadri,619.81,EUR,D
3832,2024-02-24,Maarja,Transaction with Maarja,51.81,EUR,D
3833,2024-02-24,Euro Oil\Kuressaare,'5555******4444 24.02.24  Euro Oil\Kuressaare,78.79,EUR,D
3834,2024-02-24,Mohito\Saku,'5555******4444 24.02.24  Mohito\Saku,287.14,EUR,D
3835,2024-02-25,Kadaka Turg\Püssi,'5555******4444 25.02.24  Kadaka Turg\Püssi,493.64,EUR,D
3836,2024-02-25,Värvikeskus\Kuressaare,'5555******4444 25.02.24  Värvikeskus\Kuressaare,297.2,EUR,D
3837,2024-02-26,If Kindlustus\Lihula,'5555******4444 26.02.24  If Kindlustus\Lihula,40.18,EUR,D
3838,2024-02-26,Olerex\Kose,'5555******4444 26.02.24  Olerex\Kose,61.09,EUR,D
3839,2024-02-27,Charlot\Keila,'5555******4444 27.02.24  Charlot\Keila,68.62,EUR,D
3840,2024-02-27,Euro Oil\Paide,'5555******4444 27.02.24  Euro Oil\Paide,46.4,EUR,D
3841,2024-02-27,Magaziin e-pood\Kose,'5555******4444 27.02.24  Magaziin e-pood\Kose,470.39,EUR,D
3842,2024-02-27,Sandra,Transaction with Sandra,345.83,EUR,K
3843,2024-02-27,Motonet\Rapla,'5555******4444 27.02.24  Motonet\Rapla,174.1,EUR,D
3844,2024-02-28,Skanmööbel\Antsla,'5555******4444 28.02.24  Skanmööbel\Antsla,493.69,EUR,D
3845,2024-02-28,Eeden Keskus\Jõgeva,'5555******4444 28.02.24  Eeden Keskus\Jõgeva,465.28,EUR,D
3846,2024-02-28,Mohito\Kilingi-Nõmme,'5555******4444 28.02.24  Mohito\Kilingi-Nõmme,468.61,EUR,D
3847,2024-02-28,Neste\Lihula,'5555******4444 28.02.24  Neste\Lihula,25.28,EUR,D
3848,2024-02-29,Kurepesa\Türi,'5555******4444 29.02.24  Kurepesa\Türi,475.05,EUR,D
3849,2024-03-01,Sandra,Transaction with Sandra,550.93,EUR,K
3850,2024-03-01,Circle K\Võhma,'5555******4444 01.03.24  Circle K\Võhma,21.34,EUR,D
3851,2024-03-01,E-Selver\Pärnu,'5555******4444 01.03.24  E-Selver\Pärnu,403.99,EUR,D
3852,2024-03-01,Statoil\Püssi,'5555******4444 01.03.24  Statoil\Püssi,24.24,EUR,D
3853,2024-03-01,Aivi,Transaction with Aivi,778.17,EUR,D
3854,2024-03-02,Fixus\Kiviõli,'5555******4444 02.03.24  Fixus\Kiviõli,174.7,EUR,D
3855,2024-03-02,Tondi Elektroonika\Rapla,'5555******4444 02.03.24  Tondi Elektroonika\Rapla,288.28,EUR,D
3856,2024-03-02,Monton\Paldiski,'5555******4444 02.03.24  Monton\Paldiski,181.87,EUR,D
3857,2024-03-02,Olerex\Võsu,'5555******4444 02.03.24  Olerex\Võsu,33.69,EUR,D
3858,2024-03-02,Arno,Transaction with Arno,312.62,EUR,D
3859,2024-03-04,Automaailm\Kilingi-Nõmme,'5555******4444 04.03.24  Automaailm\Kilingi-Nõmme,153.26,EUR,D
3860,2024-03-04,Arsenal\Sillamäe,'5555******4444 04.03.24  Arsenal\Sillamäe,78.1,EUR,D
3861,2024-03-04,Jetoil\Mustvee,'5555******4444 04.03.24  Jetoil\Mustvee,33.87,EUR,D
3862,2024-03-05,Utilitas\Mustvee,'5555******4444 05.03.24  Utilitas\Mustvee,173.53,EUR,D
3863,2024-03-06,Mart,Transaction with Mart,549.29,EUR,K
3864,2024-03-06,Olerex\Kunda,'5555******4444 06.03.24  Olerex\Kunda,55.41,EUR,D
3865,2024-03-06,Enefit Green\Laagri,'5555******4444 06.03.24  Enefit Green\Laagri,102.64,EUR,D
3866,2024-03-06,Juveel\Lohusuu,'5555******4444 06.03.24  Juveel\Lohusuu,491.18,EUR,D
3867,2024-03-06,Jetoil\Võhma,'5555******4444 06.03.24  Jetoil\Võhma,31.79,EUR,D
3868,2024-03-07,Anneli,Transaction with Anneli,994.32,EUR,K
3869,2024-03-08,Circle K\Otepää,'5555******4444 08.03.24  Circle K\Otepää,92.91,EUR,D
3870,2024-03-08,Juveel\Otepää,'5555******4444 08.03.24  Juveel\Otepää,31.67,EUR,D
3871,2024-03-08,Kadri,Transaction with Kadri,698.36,EUR,D
3872,2024-03-08,Margus,Transaction with Margus,426.26,EUR,D
3873,2024-03-08,Erki,Transaction with Erki,133.32,EUR,D
3874,2024-03-12,Janek,Transaction with Janek,338.1,EUR,K
3875,2024-03-12,Circle K\Muhu,'5555******4444 12.03.24  Circle K\Muhu,83.14,EUR,D
3876,2024-03-12,Erki,Transaction with Erki,89.72,EUR,D
3877,2024-03-12,Circle K\Kilingi-Nõmme,'5555******4444 12.03.24  Circle K\Kilingi-Nõmme,52.16,EUR,D
3878,2024-03-13,Motonet\Viljandi,'5555******4444 13.03.24  Motonet\Viljandi,302.09,EUR,D
3879,2024-03-13,Circle K\Maardu,'5555******4444 13.03.24  Circle K\Maardu,72.85,EUR,D
3880,2024-03-14,Rahva Raamat\Muhu,'5555******4444 14.03.24  Rahva Raamat\Muhu,496.53,EUR,D
3881,2024-03-14,Ivo,Transaction with Ivo,944.02,EUR,D
3882,2024-03-14,Hannes,Transaction with Hannes,138.54,EUR,K
3883,2024-03-14,Alexela Energia\Sillamäe,'5555******4444 14.03.24  Alexela Energia\Sillamäe,153.01,EUR,D
3884,2024-03-15,Apollo Raamatud\Kilingi-Nõmme,'5555******4444 15.03.24  Apollo Raamatud\Kilingi-Nõmme,220.29,EUR,D
3885,2024-03-15,Home4You\Viljandi,'5555******4444 15.03.24  Home4You\Viljandi,481.03,EUR,D
3886,2024-03-15,Tööriistamarket\Võru,'5555******4444 15.03.24  Tööriistamarket\Võru,196.55,EUR,D
3887,2024-03-15,Alexela\Valga,'5555******4444 15.03.24  Alexela\Valga,48.89,EUR,D
3888,2024-03-17,Oskar,Transaction with Oskar,239.27,EUR,D
3889,2024-03-17,Zara\Keila,'5555******4444 17.03.24  Zara\Keila,185.55,EUR,D
3890,2024-03-19,Selver\Lääne-Nigula,'5555******4444 19.03.24  Selver\Lääne-Nigula,486.43,EUR,D
3891,2024-03-19,Hansapost e-pood\Lohusuu,'5555******4444 19.03.24  Hansapost e-pood\Lohusuu,276.88,EUR,D
3892,2024-03-20,Juhan,Transaction with Juhan,662.92,EUR,K
3893,2024-03-21,Kaja,Salary from Kaja,4630.64,EUR,K
3894,2024-03-21,Jetoil\Võsu,'5555******4444 21.03.24  Jetoil\Võsu,37.08,EUR,D
3895,2024-03-22,Alexela\Kunda,'5555******4444 22.03.24  Alexela\Kunda,56.17,EUR,D
3896,2024-03-23,Espak\Kärdla,'5555******4444 23.03.24  Espak\Kärdla,459.61,EUR,D
3897,2024-03-23,Alexela\Tartu,'5555******4444 23.03.24  Alexela\Tartu,60.54,EUR,D
3898,2024-03-23,Grete,Transaction with Grete,29.12,EUR,D
3899,2024-03-23,Matkamaailm\Lohusuu,'5555******4444 23.03.24  Matkamaailm\Lohusuu,230.83,EUR,D
3900,2024-03-24,Circle K\Tabasalu,'5555******4444 24.03.24  Circle K\Tabasalu,79.1,EUR,D
3901,2024-03-24,Alexela\Otepää,'5555******4444 24.03.24  Alexela\Otepää,51.39,EUR,D
3902,2024-03-24,Jetoil\Lihula,'5555******4444 24.03.24  Jetoil\Lihula,53.39,EUR,D
3903,2024-03-25,Circle K\Kärdla,'5555******4444 25.03.24  Circle K\Kärdla,85.32,EUR,D
3904,2024-03-25,Terminal Oil\Lääne-Nigula,'5555******4444 25.03.24  Terminal Oil\Lääne-Nigula,72.46,EUR,D
3905,2024-03-25,AlkoExpress\Kose,'5555******4444 25.03.24  AlkoExpress\Kose,469.95,EUR,D
3906,2024-03-25,Neste\Kiviõli,'5555******4444 25.03.24  Neste\Kiviõli,61.75,EUR,D
3907,2024-03-25,Prisma e-shop\Võhma,'5555******4444 25.03.24  Prisma e-shop\Võhma,189.93,EUR,D
3908,2024-03-28,Jysk\Lihula,'5555******4444 28.03.24  Jysk\Lihula,461.01,EUR,D
3909,2024-03-28,Birgit,Transaction with Birgit,273.63,EUR,K
3910,2024-03-28,Euro Oil\Püssi,'5555******4444 28.03.24  Euro Oil\Püssi,25.17,EUR,D
3911,2024-03-28,Circle K\Maardu,'5555******4444 28.03.24  Circle K\Maardu,11.46,EUR,D
3912,2024-03-29,Benu Apteek\Haapsalu,'5555******4444 29.03.24  Benu Apteek\Haapsalu,87.91,EUR,D
3913,2024-03-29,Kristi,Transaction with Kristi,897.52,EUR,D
3914,2024-03-30,Kangadzungel\Mustvee,'5555******4444 30.03.24  Kangadzungel\Mustvee,363.58,EUR,D
3915,2024-03-31,Olerex\Tabasalu,'5555******4444 31.03.24  Olerex\Tabasalu,91.65,EUR,D
3916,2024-03-31,Annika,Transaction with Annika,338.83,EUR,K
3917,2024-03-31,Rahva Raamat e-pood\Luunja,'5555******4444 31.03.24  Rahva Raamat e-pood\Luunja,472.35,EUR,D
3918,2024-04-01,Helena,Transaction with Helena,344.87,EUR,D
3919,2024-04-02,Argo,Transaction with Argo,996.32,EUR,D
3920,2024-04-02,Rocca al Mare Kaubanduskeskus\Rapla,'5555******4444 02.04.24  Rocca al Mare Kaubanduskeskus\Rapla,38.16,EUR,D
3921,2024-04-05,Alko1000\Tabasalu,'5555******4444 05.04.24  Alko1000\Tabasalu,402.17,EUR,D
3922,2024-04-05,Pärnu Keskus\Otepää,'5555******4444 05.04.24  Pärnu Keskus\Otepää,140.13,EUR,D
3923,2024-04-06,Taavi,Transaction with Taavi,687.24,EUR,D
3924,2024-04-06,Hiiumaa Elektrivõrk\Tartu,'5555******4444 06.04.24  Hiiumaa Elektrivõrk\Tartu,140.8,EUR,D
3925,2024-04-06,Solaris Keskus\Rapla,'5555******4444 06.04.24  Solaris Keskus\Rapla,356.73,EUR,D
3926,2024-04-07,Pille,Salary from Pille,2512.8,EUR,K
3927,2024-04-07,Mohito\Kohtla-Järve,'5555******4444 07.04.24  Mohito\Kohtla-Järve,391.96,EUR,D
3928,2024-04-08,Taavi,Transaction with Taavi,688.27,EUR,K
3929,2024-04-08,Koduekstra\Kilingi-Nõmme,'5555******4444 08.04.24  Koduekstra\Kilingi-Nõmme,325.46,EUR,D
3930,2024-04-08,Balticom\Türi,'5555******4444 08.04.24  Balticom\Türi,192.34,EUR,D
3931,2024-04-09,Terminal Oil\Haapsalu,'5555******4444 09.04.24  Terminal Oil\Haapsalu,42.87,EUR,D
3932,2024-04-09,Ehe ja Ehtne\Kunda,'5555******4444 09.04.24  Ehe ja Ehtne\Kunda,310.13,EUR,D
3933,2024-04-09,PetCity\Kuressaare,'5555******4444 09.04.24  PetCity\Kuressaare,341.0,EUR,D
3934,2024-04-10,Zara\Antsla,'5555******4444 10.04.24  Zara\Antsla,65.1,EUR,D
3935,2024-04-10,Kurepesa\Kilingi-Nõmme,'5555******4444 10.04.24  Kurepesa\Kilingi-Nõmme,400.31,EUR,D
3936,2024-04-10,Maarja,Salary from Maarja,1909.84,EUR,K
3937,2024-04-11,Terminal Oil\Saku,'5555******4444 11.04.24  Terminal Oil\Saku,92.28,EUR,D
3938,2024-04-12,Jana,Transaction with Jana,417.33,EUR,D
3939,2024-04-12,Statoil\Rakvere,'5555******4444 12.04.24  Statoil\Rakvere,25.74,EUR,D
3940,2024-04-12,Kristiine Keskus\Keila,'5555******4444 12.04.24  Kristiine Keskus\Keila,156.0,EUR,D
3941,2024-04-13,Espak\Laagri,'5555******4444 13.04.24  Espak\Laagri,323.45,EUR,D
3942,2024-04-13,Olerex\Kuressaare,'5555******4444 13.04.24  Olerex\Kuressaare,79.12,EUR,D
3943,2024-04-13,Pärnu Keskus\Saue,'5555******4444 13.04.24  Pärnu Keskus\Saue,409.56,EUR,D
3944,2024-04-13,Kurepesa\Haapsalu,'5555******4444 13.04.24  Kurepesa\Haapsalu,170.72,EUR,D
3945,2024-04-14,Terminal Oil\Valga,'5555******4444 14.04.24  Terminal Oil\Valga,13.59,EUR,D
3946,2024-04-15,Hiiumaa Elektrivõrk\Keila,'5555******4444 15.04.24  Hiiumaa Elektrivõrk\Keila,138.26,EUR,D
3947,2024-04-15,Alexela Energia\Kohtla-Järve,'5555******4444 15.04.24  Alexela Energia\Kohtla-Järve,30.64,EUR,D
3948,2024-04-15,Jetoil\Kärdla,'5555******4444 15.04.24  Jetoil\Kärdla,94.81,EUR,D
3949,2024-04-16,Annika,Salary from Annika,4693.47,EUR,K
3950,2024-04-16,Sportland\Viljandi,'5555******4444 16.04.24  Sportland\Viljandi,104.18,EUR,D
3951,2024-04-16,Fama Keskus\Sillamäe,'5555******4444 16.04.24  Fama Keskus\Sillamäe,473.75,EUR,D
3952,2024-04-18,Abakhan\Saku,'5555******4444 18.04.24  Abakhan\Saku,190.63,EUR,D
3953,2024-04-18,Balti Jaama Turg\Narva,'5555******4444 18.04.24  Balti Jaama Turg\Narva,107.06,EUR,D
3954,2024-04-18,Gjensidige\Rakvere,'5555******4444 18.04.24  Gjensidige\Rakvere,88.61,EUR,D
3955,2024-04-19,Circle K\Lohusuu,'5555******4444 19.04.24  Circle K\Lohusuu,77.73,EUR,D
3956,2024-04-19,Euro Oil\Saue,'5555******4444 19.04.24  Euro Oil\Saue,66.92,EUR,D
3957,2024-04-20,Hannes,Transaction with Hannes,953.69,EUR,K
3958,2024-04-20,Tallinna Kaubamaja\Sillamäe,'5555******4444 20.04.24  Tallinna Kaubamaja\Sillamäe,363.89,EUR,D
3959,2024-04-20,Cropp\Rakvere,'5555******4444 20.04.24  Cropp\Rakvere,321.2,EUR,D
3960,2024-04-20,VKG Energia\Püssi,'5555******4444 20.04.24  VKG Energia\Püssi,63.85,EUR,D
3961,2024-04-20,Neste\Tartu,'5555******4444 20.04.24  Neste\Tartu,64.06,EUR,D
3962,2024-04-21,Hansaplant\Tõrva,'5555******4444 21.04.24  Hansaplant\Tõrva,483.08,EUR,D
3963,2024-04-22,Statoil\Tapa,'5555******4444 22.04.24  Statoil\Tapa,13.98,EUR,D
3964,2024-04-22,Rene,Transaction with Rene,645.25,EUR,D
3965,2024-04-22,Jetoil\Kilingi-Nõmme,'5555******4444 22.04.24  Jetoil\Kilingi-Nõmme,14.02,EUR,D
3966,2024-04-22,Jaan,Transaction with Jaan,132.85,EUR,D
3967,2024-04-22,Sandra,Transaction with Sandra,775.34,EUR,K
3968,2024-04-23,Rimi\Püssi,'5555******4444 23.04.24  Rimi\Püssi,339.57,EUR,D
3969,2024-04-23,NS King\Püssi,'5555******4444 23.04.24  NS King\Püssi,373.9,EUR,D
3970,2024-04-23,Viktor,Transaction with Viktor,57.85,EUR,D
3971,2024-04-23,Kaubamaja\Kilingi-Nõmme,'5555******4444 23.04.24  Kaubamaja\Kilingi-Nõmme,11.65,EUR,D
3972,2024-04-23,Arno,Transaction with Arno,709.87,EUR,K
3973,2024-04-24,Kidzone\Kunda,'5555******4444 24.04.24  Kidzone\Kunda,62.66,EUR,D
3974,2024-04-24,Arno,Salary from Arno,4564.46,EUR,K
3975,2024-04-24,Signe,Transaction with Signe,334.34,EUR,K
3976,2024-04-24,Maxima e-pood\Luunja,'5555******4444 24.04.24  Maxima e-pood\Luunja,125.69,EUR,D
3977,2024-04-26,PetCity\Lihula,'5555******4444 26.04.24  PetCity\Lihula,36.77,EUR,D
3978,2024-04-26,Cropp\Maardu,'5555******4444 26.04.24  Cropp\Maardu,223.96,EUR,D
3979,2024-04-26,Denim Dream\Kuressaare,'5555******4444 26.04.24  Denim Dream\Kuressaare,375.19,EUR,D
3980,2024-04-26,Terminal Oil\Valga,'5555******4444 26.04.24  Terminal Oil\Valga,68.58,EUR,D
3981,2024-04-27,SkyMedia\Viljandi,'5555******4444 27.04.24  SkyMedia\Viljandi,69.73,EUR,D
3982,2024-04-28,Egle,Salary from Egle,1565.32,EUR,K
3983,2024-04-28,Hansapost e-pood\Võru,'5555******4444 28.04.24  Hansapost e-pood\Võru,454.5,EUR,D
3984,2024-04-28,ABC King\Mustvee,'5555******4444 28.04.24  ABC King\Mustvee,390.31,EUR,D
3985,2024-04-29,Arno,Transaction with Arno,86.11,EUR,D
3986,2024-04-29,ONOFF\Kohtla-Järve,'5555******4444 29.04.24  ONOFF\Kohtla-Järve,453.98,EUR,D
3987,2024-04-29,E-Selver\Saku,'5555******4444 29.04.24  E-Selver\Saku,13.67,EUR,D
3988,2024-04-30,Expert\Võhma,'5555******4444 30.04.24  Expert\Võhma,235.45,EUR,D
3989,2024-04-30,Neste\Põlva,'5555******4444 30.04.24  Neste\Põlva,28.64,EUR,D
3990,2024-04-30,Põnnipesa\Pärnu,'5555******4444 30.04.24  Põnnipesa\Pärnu,437.06,EUR,D
3991,2024-04-30,Liviko\Mustvee,'5555******4444 30.04.24  Liviko\Mustvee,106.49,EUR,D
3992,2024-05-01,Koduekstra\Paldiski,'5555******4444 01.05.24  Koduekstra\Paldiski,190.66,EUR,D
3993,2024-05-01,PetCenter\Põltsamaa,'5555******4444 01.05.24  PetCenter\Põltsamaa,456.01,EUR,D
3994,2024-05-01,Olerex\Põlva,'5555******4444 01.05.24  Olerex\Põlva,51.57,EUR,D
3995,2024-05-01,Rocca al Mare Kaubanduskeskus\Antsla,'5555******4444 01.05.24  Rocca al Mare Kaubanduskeskus\Antsla,125.31,EUR,D
3996,2024-05-01,Terminal Oil\Püssi,'5555******4444 01.05.24  Terminal Oil\Püssi,38.43,EUR,D
3997,2024-05-02,Liina,Salary from Liina,4980.41,EUR,K
3998,2024-05-02,Ülemiste Keskus\Rakvere,'5555******4444 02.05.24  Ülemiste Keskus\Rakvere,193.62,EUR,D
3999,2024-05-02,Fortum\Kärdla,'5555******4444 02.05.24  Fortum\Kärdla,97.92,EUR,D
4000,2024-05-02,Uuskasutuskeskus\Valga,'5555******4444 02.05.24  Uuskasutuskeskus\Valga,352.77,EUR,D
4001,2024-05-03,Matkasell\Kohtla-Järve,'5555******4444 03.05.24  Matkasell\Kohtla-Järve,132.52,EUR,D
4002,2024-05-03,Kaubamaja e-pood\Antsla,'5555******4444 03.05.24  Kaubamaja e-pood\Antsla,295.44,EUR,D
4003,2024-05-03,Matkasport\Kärdla,'5555******4444 03.05.24  Matkasport\Kärdla,178.81,EUR,D
4004,2024-05-03,Matkasport\Mustvee,'5555******4444 03.05.24  Matkasport\Mustvee,485.71,EUR,D
4005,2024-05-03,ABC King\Kilingi-Nõmme,'5555******4444 03.05.24  ABC King\Kilingi-Nõmme,113.49,EUR,D
4006,2024-05-04,Pärnu Keskus\Mustvee,'5555******4444 04.05.24  Pärnu Keskus\Mustvee,457.7,EUR,D
4007,2024-05-04,Kaup24\Narva,'5555******4444 04.05.24  Kaup24\Narva,114.71,EUR,D
4008,2024-05-04,Uuskasutuskeskus\Tõrva,'5555******4444 04.05.24  Uuskasutuskeskus\Tõrva,200.23,EUR,D
4009,2024-05-06,Rimi e-pood\Kärdla,'5555******4444 06.05.24  Rimi e-pood\Kärdla,118.87,EUR,D
4010,2024-05-06,Decora\Tabasalu,'5555******4444 06.05.24  Decora\Tabasalu,162.33,EUR,D
4011,2024-05-07,Olerex\Kohtla-Järve,'5555******4444 07.05.24  Olerex\Kohtla-Järve,20.75,EUR,D
4012,2024-05-08,Merle,Salary from Merle,2041.62,EUR,K
4013,2024-05-08,Baltman\Jõhvi,'5555******4444 08.05.24  Baltman\Jõhvi,322.8,EUR,D
4014,2024-05-08,Ülemiste Keskus\Püssi,'5555******4444 08.05.24  Ülemiste Keskus\Püssi,215.3,EUR,D
4015,2024-05-08,Rahva Raamat\Narva,'5555******4444 08.05.24  Rahva Raamat\Narva,477.78,EUR,D
4016,2024-05-09,Autoekspert\Rakvere,'5555******4444 09.05.24  Autoekspert\Rakvere,94.53,EUR,D
4017,2024-05-09,Eveli,Transaction with Eveli,776.56,EUR,D
4018,2024-05-09,Suunto\Võru,'5555******4444 09.05.24  Suunto\Võru,137.07,EUR,D
4019,2024-05-10,Euro Oil\Kohtla-Järve,'5555******4444 10.05.24  Euro Oil\Kohtla-Järve,85.11,EUR,D
4020,2024-05-10,Rimi\Maardu,'5555******4444 10.05.24  Rimi\Maardu,341.56,EUR,D
4021,2024-05-10,Siim,Transaction with Siim,653.31,EUR,K
4022,2024-05-10,Rocca al Mare Kaubanduskeskus\Maardu,'5555******4444 10.05.24  Rocca al Mare Kaubanduskeskus\Maardu,400.04,EUR,D
4023,2024-05-11,Värvikeskus\Antsla,'5555******4444 11.05.24  Värvikeskus\Antsla,76.04,EUR,D
4024,2024-05-12,Rahva Raamat e-pood\Võru,'5555******4444 12.05.24  Rahva Raamat e-pood\Võru,379.06,EUR,D
4025,2024-05-12,Fama Keskus\Abja-Paluoja,'5555******4444 12.05.24  Fama Keskus\Abja-Paluoja,190.49,EUR,D
4026,2024-05-13,Alexela\Kose,'5555******4444 13.05.24  Alexela\Kose,62.81,EUR,D
4027,2024-05-14,Euronics\Mustvee,'5555******4444 14.05.24  Euronics\Mustvee,478.11,EUR,D
4028,2024-05-14,Erki,Transaction with Erki,576.57,EUR,K
4029,2024-05-14,Tanel,Transaction with Tanel,148.06,EUR,K
4030,2024-05-15,Terminal Oil\Mustvee,'5555******4444 15.05.24  Terminal Oil\Mustvee,68.64,EUR,D
4031,2024-05-15,XS Mänguasjad\Kärdla,'5555******4444 15.05.24  XS Mänguasjad\Kärdla,230.81,EUR,D
4032,2024-05-15,PetCity\Tallinn,'5555******4444 15.05.24  PetCity\Tallinn,227.74,EUR,D
4033,2024-05-16,Piret,Transaction with Piret,687.9,EUR,D
4034,2024-05-16,Terminal Oil\Lihula,'5555******4444 16.05.24  Terminal Oil\Lihula,44.08,EUR,D
4035,2024-05-16,H&M\Sillamäe,'5555******4444 16.05.24  H&M\Sillamäe,451.76,EUR,D
4036,2024-05-16,Ülemiste Keskus\Tabasalu,'5555******4444 16.05.24  Ülemiste Keskus\Tabasalu,379.25,EUR,D
4037,2024-05-16,Denim Dream\Tõrva,'5555******4444 16.05.24  Denim Dream\Tõrva,426.96,EUR,D
4038,2024-05-18,Statoil\Valga,'5555******4444 18.05.24  Statoil\Valga,67.0,EUR,D
4039,2024-05-18,Kaup24\Laagri,'5555******4444 18.05.24  Kaup24\Laagri,465.4,EUR,D
4040,2024-05-18,Merle,Transaction with Merle,175.92,EUR,D
4041,2024-05-18,Euro Oil\Paldiski,'5555******4444 18.05.24  Euro Oil\Paldiski,89.14,EUR,D
4042,2024-05-19,Decora\Keila,'5555******4444 19.05.24  Decora\Keila,460.63,EUR,D
4043,2024-05-19,Marleen,Transaction with Marleen,620.36,EUR,D
4044,2024-05-20,Jetoil\Tõrva,'5555******4444 20.05.24  Jetoil\Tõrva,63.46,EUR,D
4045,2024-05-20,Statoil\Antsla,'5555******4444 20.05.24  Statoil\Antsla,49.9,EUR,D
4046,2024-05-20,Evelin,Transaction with Evelin,441.14,EUR,K
4047,2024-05-20,T1 Mall of Tallinn\Tabasalu,'5555******4444 20.05.24  T1 Mall of Tallinn\Tabasalu,308.8,EUR,D
4048,2024-05-21,Neste\Loksa,'5555******4444 21.05.24  Neste\Loksa,95.01,EUR,D
4049,2024-05-21,Olerex\Kunda,'5555******4444 21.05.24  Olerex\Kunda,23.74,EUR,D
4050,2024-05-21,Olerex\Saku,'5555******4444 21.05.24  Olerex\Saku,63.24,EUR,D
4051,2024-05-22,Kaja,Transaction with Kaja,344.47,EUR,K
4052,2024-05-22,Suunto\Keila,'5555******4444 22.05.24  Suunto\Keila,445.6,EUR,D
4053,2024-05-23,Airi,Transaction with Airi,687.37,EUR,K
4054,2024-05-23,Hansapost e-pood\Loksa,'5555******4444 23.05.24  Hansapost e-pood\Loksa,409.17,EUR,D
4055,2024-05-23,Ivo Nikkolo\Kärdla,'5555******4444 23.05.24  Ivo Nikkolo\Kärdla,321.84,EUR,D
4056,2024-05-23,Solaris Keskus\Sillamäe,'5555******4444 23.05.24  Solaris Keskus\Sillamäe,276.47,EUR,D
4057,2024-05-23,Matkamaailm\Lääne-Nigula,'5555******4444 23.05.24  Matkamaailm\Lääne-Nigula,318.68,EUR,D
4058,2024-05-24,Jetoil\Võru,'5555******4444 24.05.24  Jetoil\Võru,95.22,EUR,D
4059,2024-05-24,Euro Oil\Saku,'5555******4444 24.05.24  Euro Oil\Saku,88.56,EUR,D
4060,2024-05-24,Terminal Oil\Võsu,'5555******4444 24.05.24  Terminal Oil\Võsu,80.79,EUR,D
4061,2024-05-25,Fama Keskus\Mustvee,'5555******4444 25.05.24  Fama Keskus\Mustvee,108.24,EUR,D
4062,2024-05-25,Alexela\Kilingi-Nõmme,'5555******4444 25.05.24  Alexela\Kilingi-Nõmme,79.8,EUR,D
4063,2024-05-25,Kaubamaja\Vastseliina,'5555******4444 25.05.24  Kaubamaja\Vastseliina,21.93,EUR,D
4064,2024-05-26,Maarika,Salary from Maarika,1379.23,EUR,K
4065,2024-05-26,Jysk\Kärdla,'5555******4444 26.05.24  Jysk\Kärdla,491.89,EUR,D
4066,2024-05-26,Photopoint\Kunda,'5555******4444 26.05.24  Photopoint\Kunda,296.28,EUR,D
4067,2024-05-27,Eva,Transaction with Eva,434.52,EUR,D
4068,2024-05-27,Abakhan\Püssi,'5555******4444 27.05.24  Abakhan\Püssi,316.9,EUR,D
4069,2024-05-27,Keskturg\Võru,'5555******4444 27.05.24  Keskturg\Võru,54.77,EUR,D
4070,2024-05-29,NS King\Võsu,'5555******4444 29.05.24  NS King\Võsu,364.41,EUR,D
4071,2024-05-29,Statoil\Kuressaare,'5555******4444 29.05.24  Statoil\Kuressaare,24.05,EUR,D
4072,2024-05-30,Elen,Transaction with Elen,32.41,EUR,D
4073,2024-05-30,Mart,Salary from Mart,4265.48,EUR,K
4074,2024-05-30,Charlot\Keila,'5555******4444 30.05.24  Charlot\Keila,93.87,EUR,D
4075,2024-05-30,Ott,Transaction with Ott,882.44,EUR,D
4076,2024-05-30,Lindex\Otepää,'5555******4444 30.05.24  Lindex\Otepää,259.36,EUR,D
4077,2024-05-31,Jysk\Rakvere,'5555******4444 31.05.24  Jysk\Rakvere,105.85,EUR,D
4078,2024-05-31,Benu Apteek\Võsu,'5555******4444 31.05.24  Benu Apteek\Võsu,146.54,EUR,D
4079,2024-05-31,Euronics\Luunja,'5555******4444 31.05.24  Euronics\Luunja,193.3,EUR,D
4080,2024-06-01,Magaziin e-pood\Laagri,'5555******4444 01.06.24  Magaziin e-pood\Laagri,333.66,EUR,D
4081,2024-06-01,Lindex\Haapsalu,'5555******4444 01.06.24  Lindex\Haapsalu,72.19,EUR,D
4082,2024-06-01,Triin,Transaction with Triin,40.39,EUR,K
4083,2024-06-01,H&M\Kiviõli,'5555******4444 01.06.24  H&M\Kiviõli,406.39,EUR,D
4084,2024-06-02,Neste\Võsu,'5555******4444 02.06.24  Neste\Võsu,67.11,EUR,D
4085,2024-06-02,Argo,Transaction with Argo,993.09,EUR,D
4086,2024-06-02,ZooPlan\Vastseliina,'5555******4444 02.06.24  ZooPlan\Vastseliina,29.26,EUR,D
4087,2024-06-02,Aivi,Transaction with Aivi,246.34,EUR,D
4088,2024-06-03,Südameapteek\Rapla,'5555******4444 03.06.24  Südameapteek\Rapla,176.88,EUR,D
4089,2024-06-03,Circle K\Tapa,'5555******4444 03.06.24  Circle K\Tapa,51.27,EUR,D
4090,2024-06-04,Pille,Transaction with Pille,698.25,EUR,D
4091,2024-06-04,Jetoil\Tallinn,'5555******4444 04.06.24  Jetoil\Tallinn,96.58,EUR,D
